degradation,h1,sea_state,direction,start,draw,V,V_proposal,N_H
0.9,0.09999999999999998,3,nominal,1,2,0.62,0.47,3
0.9,0.09999999999999998,3,nominal,1,3,0.59,0.56,3
0.9,0.09999999999999998,3,nominal,1,4,0.64,0.5,3
0.9,0.09999999999999998,3,nominal,1,5,0.61,0.57,3
0.9,0.09999999999999998,3,nominal,1,6,0.63,0.5,3
0.9,0.09999999999999998,3,nominal,1,7,0.65,0.56,3
0.9,0.09999999999999998,3,nominal,1,8,0.65,0.5,3
0.9,0.09999999999999998,3,nominal,1,9,0.6,0.46,3
0.9,0.09999999999999998,4,nominal,1,0,0.61,0.55,3
0.9,0.09999999999999998,4,nominal,1,1,0.62,0.55,3
0.9,0.09999999999999998,4,nominal,1,2,0.6,0.51,3
0.9,0.09999999999999998,4,nominal,1,3,0.64,0.55,3
0.9,0.09999999999999998,4,nominal,1,4,0.63,0.49,3
0.9,0.09999999999999998,4,nominal,1,5,0.67,0.55,3
0.9,0.09999999999999998,4,nominal,1,6,0.62,0.45,3
0.9,0.09999999999999998,4,nominal,1,7,0.63,0.53,3
0.9,0.09999999999999998,4,nominal,1,8,0.62,0.54,3
0.9,0.09999999999999998,4,nominal,1,9,0.59,0.46,3
0.9,0.09999999999999998,5,nominal,1,0,0.62,0.6,3
0.9,0.09999999999999998,5,nominal,1,1,0.61,0.56,3
0.9,0.09999999999999998,5,nominal,1,2,0.63,0.66,3
0.9,0.09999999999999998,5,nominal,1,3,0.63,0.57,3
0.9,0.09999999999999998,5,nominal,1,4,0.57,0.61,3
0.9,0.09999999999999998,5,nominal,1,5,0.6,0.47,3
0.9,0.09999999999999998,5,nominal,1,6,0.58,0.56,3
0.9,0.09999999999999998,5,nominal,1,7,0.67,0.59,3
0.9,0.09999999999999998,5,nominal,1,8,0.62,0.49,3
0.9,0.09999999999999998,5,nominal,1,9,0.59,0.56,3
0.95,0.050000000000000044,2,nominal,1,0,0.53,0.48,2
0.95,0.050000000000000044,2,nominal,1,1,0.44,0.49,2
0.95,0.050000000000000044,2,nominal,1,2,0.48,0.49,2
0.95,0.050000000000000044,2,nominal,1,3,0.48,0.48,2
0.95,0.050000000000000044,2,nominal,1,4,0.46,0.5,2
0.95,0.050000000000000044,2,nominal,1,5,0.45,0.51,2
0.95,0.050000000000000044,2,nominal,1,6,0.49,0.43,2
0.95,0.050000000000000044,2,nominal,1,7,0.51,0.47,2
0.95,0.050000000000000044,2,nominal,1,8,0.53,0.52,2
0.95,0.050000000000000044,2,nominal,1,9,0.52,0.39,3
0.95,0.050000000000000044,3,nominal,1,0,0.52,0.43,2
0.95,0.050000000000000044,3,nominal,1,1,0.5,0.4,2
0.95,0.050000000000000044,3,nominal,1,2,0.55,0.44,3
0.95,0.050000000000000044,3,nominal,1,3,0.53,0.62,2
0.95,0.050000000000000044,3,nominal,1,4,0.45,0.41,2
0.95,0.050000000000000044,3,nominal,1,5,0.5,0.39,2
0.95,0.050000000000000044,3,nominal,1,6,0.55,0.46,2
0.95,0.050000000000000044,3,nominal,1,7,0.42,0.45,3
0.95,0.050000000000000044,3,nominal,1,8,0.5,0.41,2
0.95,0.050000000000000044,3,nominal,1,9,0.52,0.44,2
0.95,0.050000000000000044,4,nominal,1,0,0.55,0.44,2
0.95,0.050000000000000044,4,nominal,1,1,0.5,0.53,2
0.95,0.050000000000000044,4,nominal,1,2,0.45,0.36,3
0.95,0.050000000000000044,4,nominal,1,3,0.57,0.49,3
0.95,0.050000000000000044,4,nominal,1,4,0.49,0.43,2
0.95,0.050000000000000044,4,nominal,1,5,0.55,0.43,2
0.95,0.050000000000000044,4,nominal,1,6,0.48,0.4,2
0.95,0.050000000000000044,4,nominal,1,7,0.53,0.38,3
0.95,0.050000000000000044,4,nominal,1,8,0.43,0.4,2
0.95,0.050000000000000044,4,nominal,1,9,0.52,0.47,2
0.95,0.050000000000000044,5,nominal,1,0,0.51,0.41,2
0.95,0.050000000000000044,5,nominal,1,1,0.54,0.54,3
0.95,0.050000000000000044,5,nominal,1,2,0.47,0.42,2
0.95,0.050000000000000044,5,nominal,1,3,0.52,0.43,2
0.95,0.050000000000000044,5,nominal,1,4,0.5,0.34,2
0.95,0.050000000000000044,5,nominal,1,5,0.54,0.48,3
0.95,0.050000000000000044,5,nominal,1,6,0.54,0.39,2
0.95,0.050000000000000044,5,nominal,1,7,0.56,0.48,2
0.95,0.050000000000000044,5,nominal,1,8,0.57,0.44,3
0.95,0.050000000000000044,5,nominal,1,9,0.55,0.47,2
1.0,0.0,2,nominal,1,0,0.0,0.0,0
1.0,0.0,2,nominal,1,1,0.0,0.0,0
1.0,0.0,2,nominal,1,2,0.0,0.0,0
1.0,0.0,2,nominal,1,3,0.0,0.0,0
1.0,0.0,2,nominal,1,4,0.0,0.0,0
1.0,0.0,2,nominal,1,5,0.0,0.0,0
1.0,0.0,2,nominal,1,6,0.0,0.0,0
1.0,0.0,2,nominal,1,7,0.0,0.0,0
1.0,0.0,2,nominal,1,8,0.0,0.0,0
1.0,0.0,2,nominal,1,9,0.0,0.0,0
1.0,0.0,3,nominal,1,0,0.0,0.0,0
1.0,0.0,3,nominal,1,1,0.0,0.0,0
1.0,0.0,3,nominal,1,2,0.0,0.0,0
1.0,0.0,3,nominal,1,3,0.0,0.0,0
1.0,0.0,3,nominal,1,4,0.0,0.0,0
1.0,0.0,3,nominal,1,5,0.0,0.0,0
1.0,0.0,3,nominal,1,6,0.0,0.0,0
1.0,0.0,3,nominal,1,7,0.0,0.0,0
1.0,0.0,3,nominal,1,8,0.0,0.0,0
1.0,0.0,3,nominal,1,9,0.0,0.0,0
1.0,0.0,4,nominal,1,0,0.0,0.0,0
1.0,0.0,4,nominal,1,1,0.0,0.0,0
1.0,0.0,4,nominal,1,2,0.0,0.0,0
1.0,0.0,4,nominal,1,3,0.0,0.0,0
1.0,0.0,4,nominal,1,4,0.0,0.0,0
1.0,0.0,4,nominal,1,5,0.0,0.0,0
1.0,0.0,4,nominal,1,6,0.0,0.0,0
1.0,0.0,4,nominal,1,7,0.0,0.0,0
1.0,0.0,4,nominal,1,8,0.0,0.0,0
1.0,0.0,4,nominal,1,9,0.0,0.0,0
1.0,0.0,5,nominal,1,0,0.0,0.0,0
1.0,0.0,5,nominal,1,1,0.0,0.0,0
1.0,0.0,5,nominal,1,2,0.0,0.0,0
1.0,0.0,5,nominal,1,3,0.0,0.0,0
1.0,0.0,5,nominal,1,4,0.0,0.0,0
1.0,0.0,5,nominal,1,5,0.0,0.0,0
1.0,0.0,5,nominal,1,6,0.0,0.0,0
1.0,0.0,5,nominal,1,7,0.0,0.0,0
1.0,0.0,5,nominal,1,8,0.0,0.0,0
1.0,0.0,5,nominal,1,9,0.0,0.0,0
0.5,0.5,2,nominal,2,0,0.74,0.64,3
0.5,0.5,2,nominal,2,1,0.72,0.76,3
0.5,0.5,2,nominal,2,2,0.66,0.62,3
0.5,0.5,2,nominal,2,3,0.7,0.61,3
0.5,0.5,2,nominal,2,4,0.73,0.62,3
0.5,0.5,2,nominal,2,5,0.72,0.68,3
0.5,0.5,2,nominal,2,6,0.69,0.71,3
0.5,0.5,2,nominal,2,7,0.71,0.72,3
0.5,0.5,2,nominal,2,8,0.69,0.75,3
0.5,0.5,2,nominal,2,9,0.72,0.69,3
0.5,0.5,3,nominal,2,0,0.72,0.67,3
0.5,0.5,3,nominal,2,1,0.69,0.64,3
0.5,0.5,3,nominal,2,2,0.72,0.67,3
0.5,0.5,3,nominal,2,3,0.69,0.66,3
0.5,0.5,3,nominal,2,4,0.71,0.69,3
0.5,0.5,3,nominal,2,5,0.69,0.63,3
0.5,0.5,3,nominal,2,6,0.7,0.62,3
0.5,0.5,3,nominal,2,7,0.72,0.68,3
0.5,0.5,3,nominal,2,8,0.72,0.68,3
0.5,0.5,3,nominal,2,9,0.7,0.68,3
0.5,0.5,4,nominal,2,0,0.67,0.72,3
0.5,0.5,4,nominal,2,1,0.7,0.74,3
0.5,0.5,4,nominal,2,2,0.71,0.64,3
0.5,0.5,4,nominal,2,3,0.73,0.65,3
0.5,0.5,4,nominal,2,4,0.7,0.68,3
0.5,0.5,4,nominal,2,5,0.71,0.69,3
0.5,0.5,4,nominal,2,6,0.74,0.65,3
0.5,0.5,4,nominal,2,7,0.71,0.73,3
0.5,0.5,4,nominal,2,8,0.7,0.7,3
0.5,0.5,4,nominal,2,9,0.71,0.75,3
0.5,0.5,5,nominal,2,0,0.73,0.71,3
0.5,0.5,5,nominal,2,1,0.7,0.63,3
0.5,0.5,5,nominal,2,2,0.69,0.65,3
0.5,0.5,5,nominal,2,3,0.71,0.64,3
0.5,0.5,5,nominal,2,4,0.69,0.6,3
0.5,0.5,5,nominal,2,5,0.72,0.66,3
0.5,0.5,5,nominal,2,6,0.7,0.76,3
0.5,0.5,5,nominal,2,7,0.73,0.69,3
0.5,0.5,5,nominal,2,8,0.69,0.72,3
0.5,0.5,5,nominal,2,9,0.72,0.61,3
0.6,0.4,2,nominal,2,0,0.71,0.68,3
0.6,0.4,2,nominal,2,1,0.71,0.61,3
0.6,0.4,2,nominal,2,2,0.69,0.7,3
0.6,0.4,2,nominal,2,3,0.69,0.67,3
0.6,0.4,2,nominal,2,4,0.68,0.74,3
0.6,0.4,2,nominal,2,5,0.67,0.66,3
0.6,0.4,2,nominal,2,6,0.69,0.71,3
0.6,0.4,2,nominal,2,7,0.67,0.68,3
0.6,0.4,2,nominal,2,8,0.71,0.61,3
0.6,0.4,2,nominal,2,9,0.71,0.69,3
0.6,0.4,3,nominal,2,0,0.71,0.68,3
0.6,0.4,3,nominal,2,1,0.69,0.67,3
0.6,0.4,3,nominal,2,2,0.71,0.61,3
0.6,0.4,3,nominal,2,3,0.71,0.64,3
0.6,0.4,3,nominal,2,4,0.68,0.71,3
0.6,0.4,3,nominal,2,5,0.68,0.61,3
0.6,0.4,3,nominal,2,6,0.67,0.71,2
0.6,0.4,3,nominal,2,7,0.67,0.59,2
0.6,0.4,3,nominal,2,8,0.7,0.69,3
0.6,0.4,3,nominal,2,9,0.69,0.71,3
0.6,0.4,4,nominal,2,0,0.7,0.74,3
0.6,0.4,4,nominal,2,1,0.68,0.74,3
0.6,0.4,4,nominal,2,2,0.71,0.6,3
0.6,0.4,4,nominal,2,3,0.71,0.75,3
0.6,0.4,4,nominal,2,4,0.67,0.75,2
0.6,0.4,4,nominal,2,5,0.72,0.65,3
0.6,0.4,4,nominal,2,6,0.72,0.63,3
0.6,0.4,4,nominal,2,7,0.7,0.65,3
0.6,0.4,4,nominal,2,8,0.7,0.64,3
0.6,0.4,4,nominal,2,9,0.73,0.64,3
0.6,0.4,5,nominal,2,0,0.7,0.74,3
0.6,0.4,5,nominal,2,1,0.73,0.7,3
0.6,0.4,5,nominal,2,2,0.67,0.66,2
0.6,0.4,5,nominal,2,3,0.71,0.63,3
0.6,0.4,5,nominal,2,4,0.73,0.63,3
0.6,0.4,5,nominal,2,5,0.72,0.71,3
0.6,0.4,5,nominal,2,6,0.7,0.7,3
0.6,0.4,5,nominal,2,7,0.72,0.63,3
0.6,0.4,5,nominal,2,8,0.72,0.64,3
0.6,0.4,5,nominal,2,9,0.74,0.68,3
0.7,0.30000000000000004,2,nominal,2,0,0.7,0.7,3
0.7,0.30000000000000004,2,nominal,2,1,0.68,0.7,3
0.7,0.30000000000000004,2,nominal,2,2,0.77,0.63,3
0.7,0.30000000000000004,2,nominal,2,3,0.73,0.69,3
0.7,0.30000000000000004,2,nominal,2,4,0.7,0.71,3
0.7,0.30000000000000004,2,nominal,2,5,0.73,0.71,3
0.7,0.30000000000000004,2,nominal,2,6,0.73,0.69,3
0.7,0.30000000000000004,2,nominal,2,7,0.7,0.78,3
0.7,0.30000000000000004,2,nominal,2,8,0.71,0.75,3
0.7,0.30000000000000004,2,nominal,2,9,0.7,0.73,3
0.7,0.30000000000000004,3,nominal,2,0,0.7,0.62,3
0.7,0.30000000000000004,3,nominal,2,1,0.72,0.67,3
0.7,0.30000000000000004,3,nominal,2,2,0.72,0.67,3
0.7,0.30000000000000004,3,nominal,2,3,0.71,0.64,3
0.7,0.30000000000000004,3,nominal,2,4,0.7,0.73,3
0.7,0.30000000000000004,3,nominal,2,5,0.67,0.69,3
0.7,0.30000000000000004,3,nominal,2,6,0.71,0.71,3
0.7,0.30000000000000004,3,nominal,2,7,0.75,0.66,3
0.7,0.30000000000000004,3,nominal,2,8,0.68,0.64,3
0.7,0.30000000000000004,3,nominal,2,9,0.7,0.68,3
0.7,0.30000000000000004,4,nominal,2,0,0.72,0.67,3
0.7,0.30000000000000004,4,nominal,2,1,0.7,0.57,3
0.7,0.30000000000000004,4,nominal,2,2,0.71,0.76,3
0.7,0.30000000000000004,4,nominal,2,3,0.72,0.71,3
0.7,0.30000000000000004,4,nominal,2,4,0.69,0.6,3
0.7,0.30000000000000004,4,nominal,2,5,0.68,0.64,3
0.7,0.30000000000000004,4,nominal,2,6,0.74,0.68,3
0.7,0.30000000000000004,4,nominal,2,7,0.74,0.61,3
0.7,0.30000000000000004,4,nominal,2,8,0.71,0.64,3
0.7,0.30000000000000004,4,nominal,2,9,0.67,0.77,3
0.7,0.30000000000000004,5,nominal,2,0,0.69,0.62,3
0.7,0.30000000000000004,5,nominal,2,1,0.76,0.65,3
0.7,0.30000000000000004,5,nominal,2,2,0.71,0.59,3
0.7,0.30000000000000004,5,nominal,2,3,0.71,0.68,3
0.7,0.30000000000000004,5,nominal,2,4,0.72,0.62,3
0.7,0.30000000000000004,5,nominal,2,5,0.74,0.52,3
0.7,0.30000000000000004,5,nominal,2,6,0.73,0.66,3
0.7,0.30000000000000004,5,nominal,2,7,0.73,0.62,3
0.7,0.30000000000000004,5,nominal,2,8,0.73,0.66,3
0.7,0.30000000000000004,5,nominal,2,9,0.68,0.7,3
0.8,0.19999999999999996,2,nominal,2,0,0.77,0.69,3
0.8,0.19999999999999996,2,nominal,2,1,0.76,0.79,3
0.8,0.19999999999999996,2,nominal,2,2,0.73,0.73,3
0.8,0.19999999999999996,2,nominal,2,3,0.72,0.73,3
0.8,0.19999999999999996,2,nominal,2,4,0.71,0.69,3
0.8,0.19999999999999996,2,nominal,2,5,0.75,0.71,3
0.8,0.19999999999999996,2,nominal,2,6,0.77,0.75,3
0.8,0.19999999999999996,2,nominal,2,7,0.75,0.76,3
0.8,0.19999999999999996,2,nominal,2,8,0.71,0.72,3
0.8,0.19999999999999996,2,nominal,2,9,0.77,0.58,3
0.8,0.19999999999999996,3,nominal,2,0,0.78,0.68,3
0.8,0.19999999999999996,3,nominal,2,1,0.77,0.74,3
0.8,0.19999999999999996,3,nominal,2,2,0.71,0.7,3
0.8,0.19999999999999996,3,nominal,2,3,0.69,0.61,3
0.8,0.19999999999999996,3,nominal,2,4,0.74,0.73,3
0.8,0.19999999999999996,3,nominal,2,5,0.76,0.63,3
0.8,0.19999999999999996,3,nominal,2,6,0.76,0.61,3
0.8,0.19999999999999996,3,nominal,2,7,0.72,0.65,3
0.8,0.19999999999999996,3,nominal,2,8,0.7,0.69,3
0.8,0.19999999999999996,3,nominal,2,9,0.71,0.73,3
0.8,0.19999999999999996,4,nominal,2,0,0.76,0.64,3
0.8,0.19999999999999996,4,nominal,2,1,0.74,0.66,3
0.8,0.19999999999999996,4,nominal,2,2,0.72,0.8,3
0.8,0.19999999999999996,4,nominal,2,3,0.71,0.71,3
0.8,0.19999999999999996,4,nominal,2,4,0.79,0.65,3
0.8,0.19999999999999996,4,nominal,2,5,0.8,0.72,3
0.8,0.19999999999999996,4,nominal,2,6,0.69,0.69,3
0.8,0.19999999999999996,4,nominal,2,7,0.73,0.66,3
0.8,0.19999999999999996,4,nominal,2,8,0.79,0.71,3
0.8,0.19999999999999996,4,nominal,2,9,0.7,0.68,3
0.8,0.19999999999999996,5,nominal,2,0,0.75,0.71,3
0.8,0.19999999999999996,5,nominal,2,1,0.72,0.63,3
0.8,0.19999999999999996,5,nominal,2,2,0.75,0.58,3
0.8,0.19999999999999996,5,nominal,2,3,0.74,0.64,3
0.8,0.19999999999999996,5,nominal,2,4,0.71,0.59,3
0.8,0.19999999999999996,5,nominal,2,5,0.79,0.74,3
0.8,0.19999999999999996,5,nominal,2,6,0.76,0.68,3
0.8,0.19999999999999996,5,nominal,2,7,0.76,0.65,3
0.8,0.19999999999999996,5,nominal,2,8,0.71,0.62,3
0.8,0.19999999999999996,5,nominal,2,9,0.75,0.7,3
0.9,0.09999999999999998,2,nominal,2,0,0.73,0.72,3
0.9,0.09999999999999998,2,nominal,2,1,0.7,0.63,3
0.9,0.09999999999999998,2,nominal,2,2,0.73,0.75,3
0.9,0.09999999999999998,2,nominal,2,3,0.8,0.66,3
0.9,0.09999999999999998,2,nominal,2,4,0.73,0.68,3
0.9,0.09999999999999998,2,nominal,2,5,0.75,0.68,3
0.9,0.09999999999999998,2,nominal,2,6,0.76,0.6,3
0.9,0.09999999999999998,2,nominal,2,7,0.78,0.64,3
0.9,0.09999999999999998,2,nominal,2,8,0.74,0.66,3
0.9,0.09999999999999998,2,nominal,2,9,0.75,0.66,3
0.9,0.09999999999999998,3,nominal,2,0,0.75,0.64,3
0.9,0.09999999999999998,3,nominal,2,1,0.76,0.65,3
0.9,0.09999999999999998,3,nominal,2,2,0.72,0.63,3
0.9,0.09999999999999998,3,nominal,2,3,0.74,0.68,3
0.9,0.09999999999999998,3,nominal,2,4,0.69,0.68,3
0.9,0.09999999999999998,3,nominal,2,5,0.77,0.64,3
0.9,0.09999999999999998,3,nominal,2,6,0.73,0.61,3
0.9,0.09999999999999998,3,nominal,2,7,0.74,0.71,3
0.9,0.09999999999999998,3,nominal,2,8,0.72,0.66,3
0.9,0.09999999999999998,3,nominal,2,9,0.75,0.68,3
0.9,0.09999999999999998,4,nominal,2,0,0.78,0.77,3
0.9,0.09999999999999998,4,nominal,2,1,0.79,0.71,3
0.9,0.09999999999999998,4,nominal,2,2,0.79,0.7,3
0.9,0.09999999999999998,4,nominal,2,3,0.71,0.61,3
0.9,0.09999999999999998,4,nominal,2,4,0.7,0.71,3
0.9,0.09999999999999998,4,nominal,2,5,0.75,0.69,3
0.9,0.09999999999999998,4,nominal,2,6,0.71,0.69,3
0.9,0.09999999999999998,4,nominal,2,7,0.74,0.69,3
0.9,0.09999999999999998,4,nominal,2,8,0.72,0.73,3
0.9,0.09999999999999998,4,nominal,2,9,0.73,0.68,3
0.9,0.09999999999999998,5,nominal,2,0,0.78,0.6,3
0.9,0.09999999999999998,5,nominal,2,1,0.75,0.71,3
0.9,0.09999999999999998,5,nominal,2,2,0.73,0.69,3
0.9,0.09999999999999998,5,nominal,2,3,0.72,0.61,3
0.9,0.09999999999999998,5,nominal,2,4,0.69,0.66,3
0.9,0.09999999999999998,5,nominal,2,5,0.78,0.66,3
0.9,0.09999999999999998,5,nominal,2,6,0.73,0.62,3
0.9,0.09999999999999998,5,nominal,2,7,0.75,0.73,3
0.9,0.09999999999999998,5,nominal,2,8,0.71,0.72,3
0.9,0.09999999999999998,5,nominal,2,9,0.75,0.59,3
0.95,0.050000000000000044,2,nominal,2,0,0.53,0.33,3
0.95,0.050000000000000044,2,nominal,2,1,0.66,0.39,3
0.95,0.050000000000000044,2,nominal,2,2,0.68,0.31,3
0.95,0.050000000000000044,2,nominal,2,3,0.62,0.33,3
0.95,0.050000000000000044,2,nominal,2,4,0.63,0.44,3
0.95,0.050000000000000044,2,nominal,2,5,0.64,0.34,3
0.95,0.050000000000000044,2,nominal,2,6,0.58,0.34,3
0.95,0.050000000000000044,2,nominal,2,7,0.59,0.41,3
0.95,0.050000000000000044,2,nominal,2,8,0.52,0.37,3
0.95,0.050000000000000044,2,nominal,2,9,0.57,0.44,3
0.95,0.050000000000000044,3,nominal,2,0,0.61,0.41,3
0.95,0.050000000000000044,3,nominal,2,1,0.63,0.46,3
0.95,0.050000000000000044,3,nominal,2,2,0.73,0.36,3
0.95,0.050000000000000044,3,nominal,2,3,0.65,0.35,3
0.95,0.050000000000000044,3,nominal,2,4,0.66,0.42,3
0.95,0.050000000000000044,3,nominal,2,5,0.59,0.39,3
0.95,0.050000000000000044,3,nominal,2,6,0.63,0.43,3
0.95,0.050000000000000044,3,nominal,2,7,0.67,0.4,3
0.95,0.050000000000000044,3,nominal,2,8,0.69,0.39,3
0.95,0.050000000000000044,3,nominal,2,9,0.67,0.27,3
0.95,0.050000000000000044,4,nominal,2,0,0.56,0.42,3
0.95,0.050000000000000044,4,nominal,2,1,0.67,0.44,3
0.95,0.050000000000000044,4,nominal,2,2,0.6,0.38,3
0.95,0.050000000000000044,4,nominal,2,3,0.65,0.39,3
0.95,0.050000000000000044,4,nominal,2,4,0.63,0.48,3
0.95,0.050000000000000044,4,nominal,2,5,0.58,0.36,3
0.95,0.050000000000000044,4,nominal,2,6,0.64,0.34,3
0.95,0.050000000000000044,4,nominal,2,7,0.66,0.34,3
0.95,0.050000000000000044,4,nominal,2,8,0.62,0.42,3
0.95,0.050000000000000044,4,nominal,2,9,0.72,0.35,3
0.95,0.050000000000000044,5,nominal,2,0,0.61,0.4,3
0.95,0.050000000000000044,5,nominal,2,1,0.61,0.54,3
0.95,0.050000000000000044,5,nominal,2,2,0.67,0.39,3
0.95,0.050000000000000044,5,nominal,2,3,0.59,0.4,3
0.95,0.050000000000000044,5,nominal,2,4,0.63,0.44,3
0.95,0.050000000000000044,5,nominal,2,5,0.71,0.52,3
0.95,0.050000000000000044,5,nominal,2,6,0.6,0.41,3
0.95,0.050000000000000044,5,nominal,2,7,0.65,0.38,3
0.95,0.050000000000000044,5,nominal,2,8,0.68,0.39,3
0.95,0.050000000000000044,5,nominal,2,9,0.62,0.4,3
1.0,0.0,2,nominal,2,0,0.0,0.0,0
1.0,0.0,2,nominal,2,1,0.0,0.0,0
1.0,0.0,2,nominal,2,2,0.0,0.0,0
1.0,0.0,2,nominal,2,3,0.0,0.0,0
1.0,0.0,2,nominal,2,4,0.0,0.0,0
1.0,0.0,2,nominal,2,5,0.0,0.0,0
1.0,0.0,2,nominal,2,6,0.0,0.0,0
1.0,0.0,2,nominal,2,7,0.0,0.0,0
1.0,0.0,2,nominal,2,8,0.0,0.0,0
1.0,0.0,2,nominal,2,9,0.0,0.0,0
1.0,0.0,3,nominal,2,0,0.0,0.0,0
1.0,0.0,3,nominal,2,1,0.0,0.0,0
1.0,0.0,3,nominal,2,2,0.0,0.0,0
1.0,0.0,3,nominal,2,3,0.0,0.0,0
1.0,0.0,3,nominal,2,4,0.0,0.0,0
1.0,0.0,3,nominal,2,5,0.0,0.0,0
1.0,0.0,3,nominal,2,6,0.0,0.0,0
1.0,0.0,3,nominal,2,7,0.0,0.0,0
1.0,0.0,3,nominal,2,8,0.0,0.0,0
1.0,0.0,3,nominal,2,9,0.0,0.0,0
1.0,0.0,4,nominal,2,0,0.0,0.0,0
1.0,0.0,4,nominal,2,1,0.0,0.0,0
1.0,0.0,4,nominal,2,2,0.0,0.0,0
1.0,0.0,4,nominal,2,3,0.0,0.0,0
1.0,0.0,4,nominal,2,4,0.0,0.0,0
1.0,0.0,4,nominal,2,5,0.0,0.0,0
1.0,0.0,4,nominal,2,6,0.0,0.0,0
1.0,0.0,4,nominal,2,7,0.0,0.0,0
1.0,0.0,4,nominal,2,8,0.0,0.0,0
1.0,0.0,4,nominal,2,9,0.0,0.0,0
1.0,0.0,5,nominal,2,0,0.0,0.0,0
1.0,0.0,5,nominal,2,1,0.0,0.0,0
1.0,0.0,5,nominal,2,2,0.0,0.0,0
1.0,0.0,5,nominal,2,3,0.0,0.0,0
1.0,0.0,5,nominal,2,4,0.0,0.0,0
1.0,0.0,5,nominal,2,5,0.0,0.0,0
1.0,0.0,5,nominal,2,6,0.0,0.0,0
1.0,0.0,5,nominal,2,7,0.0,0.0,0
1.0,0.0,5,nominal,2,8,0.0,0.0,0
1.0,0.0,5,nominal,2,9,0.0,0.0,0
0.5,0.5,2,nominal,3,0,0.69,0.65,3
0.5,0.5,2,nominal,3,1,0.69,0.67,3
0.5,0.5,2,nominal,3,2,0.69,0.62,3
0.5,0.5,2,nominal,3,3,0.69,0.67,3
0.5,0.5,2,nominal,3,4,0.7,0.59,3
0.5,0.5,2,nominal,3,5,0.7,0.66,3
0.5,0.5,2,nominal,3,6,0.67,0.69,3
0.5,0.5,2,nominal,3,7,0.68,0.7,3
0.5,0.5,2,nominal,3,8,0.68,0.72,3
0.5,0.5,2,nominal,3,9,0.7,0.67,3
0.5,0.5,3,nominal,3,0,0.73,0.74,3
0.5,0.5,3,nominal,3,1,0.69,0.6,3
0.5,0.5,3,nominal,3,2,0.68,0.55,3
0.5,0.5,3,nominal,3,3,0.71,0.62,3
0.5,0.5,3,nominal,3,4,0.69,0.62,3
0.5,0.5,3,nominal,3,5,0.69,0.58,3
0.5,0.5,3,nominal,3,6,0.68,0.61,3
0.5,0.5,3,nominal,3,7,0.69,0.71,3
0.5,0.5,3,nominal,3,8,0.7,0.68,3
0.5,0.5,3,nominal,3,9,0.69,0.63,3
0.5,0.5,4,nominal,3,0,0.69,0.68,3
0.5,0.5,4,nominal,3,1,0.72,0.66,3
0.5,0.5,4,nominal,3,2,0.67,0.73,3
0.5,0.5,4,nominal,3,3,0.69,0.63,3
0.5,0.5,4,nominal,3,4,0.66,0.67,2
0.5,0.5,4,nominal,3,5,0.7,0.61,3
0.5,0.5,4,nominal,3,6,0.68,0.63,3
0.5,0.5,4,nominal,3,7,0.66,0.66,2
0.5,0.5,4,nominal,3,8,0.69,0.64,3
0.5,0.5,4,nominal,3,9,0.68,0.58,3
0.5,0.5,5,nominal,3,0,0.67,0.64,2
0.5,0.5,5,nominal,3,1,0.69,0.61,3
0.5,0.5,5,nominal,3,2,0.69,0.66,3
0.5,0.5,5,nominal,3,3,0.69,0.7,3
0.5,0.5,5,nominal,3,4,0.67,0.63,3
0.5,0.5,5,nominal,3,5,0.69,0.72,3
0.5,0.5,5,nominal,3,6,0.68,0.65,3
0.5,0.5,5,nominal,3,7,0.67,0.64,3
0.5,0.5,5,nominal,3,8,0.7,0.65,3
0.5,0.5,5,nominal,3,9,0.71,0.68,3
0.6,0.4,2,nominal,3,0,0.76,0.67,3
0.6,0.4,2,nominal,3,1,0.71,0.67,3
0.6,0.4,2,nominal,3,2,0.75,0.67,3
0.6,0.4,2,nominal,3,3,0.77,0.64,3
0.6,0.4,2,nominal,3,4,0.72,0.69,3
0.6,0.4,2,nominal,3,5,0.69,0.62,3
0.6,0.4,2,nominal,3,6,0.69,0.68,3
0.6,0.4,2,nominal,3,7,0.76,0.61,3
0.6,0.4,2,nominal,3,8,0.72,0.71,3
0.6,0.4,2,nominal,3,9,0.7,0.63,3
0.6,0.4,3,nominal,3,0,0.72,0.72,3
0.6,0.4,3,nominal,3,1,0.7,0.64,3
0.6,0.4,3,nominal,3,2,0.72,0.69,3
0.6,0.4,3,nominal,3,3,0.7,0.64,3
0.6,0.4,3,nominal,3,4,0.75,0.69,3
0.6,0.4,3,nominal,3,5,0.7,0.65,3
0.6,0.4,3,nominal,3,6,0.74,0.67,3
0.6,0.4,3,nominal,3,7,0.79,0.79,3
0.6,0.4,3,nominal,3,8,0.71,0.76,3
0.6,0.4,3,nominal,3,9,0.74,0.61,3
0.6,0.4,4,nominal,3,0,0.73,0.63,3
0.6,0.4,4,nominal,3,1,0.77,0.68,3
0.6,0.4,4,nominal,3,2,0.73,0.64,3
0.6,0.4,4,nominal,3,3,0.71,0.67,3
0.6,0.4,4,nominal,3,4,0.71,0.71,3
0.6,0.4,4,nominal,3,5,0.71,0.66,3
0.6,0.4,4,nominal,3,6,0.74,0.65,3
0.6,0.4,4,nominal,3,7,0.73,0.54,3
0.6,0.4,4,nominal,3,8,0.7,0.59,3
0.6,0.4,4,nominal,3,9,0.7,0.66,3
